campaign_id,campaign_name,campaign_start_date,campaign_end_date,campaign_budget,campaign_impressions,campaign_clicks,campaign_conversions,campaign_reach,campaign_engagement_rate,campaign_click_through_rate,campaign_conversion_rate,campaign_average_engagement,campaign_total_engagement,campaign_video_views,campaign_video_completion_rate,campaign_comments
21,End of Year Clearance,4/14/2022,2/11/2022,$9213.08,883909,349,271,223448,0.06,0.46,0.37,9,3787,558767,0.48,862
22,End of Year Clearance,4/29/2022,12/4/2022,$1030.85,368346,8381,371,34656,0.04,0.39,0.2,7,4050,11483,0.27,960
23,End of Year Clearance,8/6/2022,8/2/2022,$9476.73,581351,3784,841,667025,0.02,0.17,0.46,7,3478,804559,0.28,144
24,Holiday Special,10/9/2022,8/16/2022,$9462.38,510118,9373,162,173791,0.05,0.23,0.24,10,4842,310995,0.17,176
25,End of Year Clearance,3/27/2022,8/13/2022,$6980.13,513522,3699,799,94447,0.05,0.31,0.49,8,717,19163,0.16,452
26,Summer Campaign,6/8/2022,12/5/2022,$5187.84,586451,3493,940,762695,0.06,0.5,0.23,6,3597,634062,0.13,464
27,Holiday Special,4/5/2022,3/30/2022,$8766.08,227739,3799,21,8455,0.05,0.37,0.39,3,8110,294035,0.17,141
28,End of Year Clearance,8/24/2022,9/11/2022,$6529.97,487032,9766,89,977812,0.05,0.22,0.44,1,9485,223151,0.09,353
29,Spring Sale,12/3/2022,12/10/2022,$7066.00,485376,6009,794,760021,0.1,0.12,0.09,6,1403,98428,0.15,866
30,Back-to-School Promotion,6/12/2022,9/20/2022,$9183.98,462209,386,723,231778,0.06,0.07,0.05,7,7841,956895,0.33,147
31,End of Year Clearance,7/31/2022,8/5/2022,$4937.73,496698,5034,591,788851,0.02,0.17,0.48,2,3692,95318,0.22,30
32,End of Year Clearance,9/5/2022,10/29/2022,$3035.87,700978,723,236,185389,0.06,0.45,0.33,5,9126,18253,0.29,345
33,End of Year Clearance,8/3/2022,11/20/2022,$4367.77,278568,883,918,301855,0.05,0.07,0.14,10,9071,577647,0.47,790
34,Summer Campaign,11/13/2022,3/1/2022,$6427.56,794842,8649,834,203534,0.1,0.31,0.37,1,7568,349175,0.5,955
35,End of Year Clearance,5/30/2022,9/12/2022,$5750.00,126091,9857,874,141826,0.01,0.14,0.36,2,2076,815621,0.48,975
36,End of Year Clearance,11/26/2022,4/8/2022,$8335.45,573697,8655,792,796824,0.02,0.39,0.19,3,2241,270928,0.31,769
37,Summer Campaign,4/18/2022,1/1/2022,$7063.60,139809,6732,454,844343,0.1,0.02,0.43,3,3554,416476,0.13,168
38,Summer Campaign,9/24/2022,11/10/2022,$2164.25,103489,7497,139,735156,0.03,0.4,0.31,9,8125,781542,0.38,195
39,Summer Campaign,3/11/2022,7/1/2022,$3441.30,24233,2500,987,651210,0.06,0.26,0.39,2,8296,197797,0.14,949
40,Holiday Special,5/4/2022,12/5/2022,$1246.35,243767,4820,933,271334,0.02,0.07,0.03,9,8283,658763,0.39,722
41,End of Year Clearance,10/9/2022,12/20/2022,$7515.01,898666,1417,149,497280,0.04,0.24,0.43,5,3868,437618,0.28,186
42,Holiday Special,9/9/2022,11/1/2022,$9808.78,277008,9347,992,389816,0.03,0.05,0.47,9,4237,663135,0.24,68
43,Spring Sale,5/10/2022,8/14/2022,$7795.91,889187,4934,697,832574,0.05,0.02,0.27,10,1119,964786,0.12,478
44,Spring Sale,3/15/2022,5/1/2022,$2228.56,184318,482,621,868991,0.02,0.26,0.09,3,6472,744520,0.44,87
45,Summer Campaign,11/28/2022,12/15/2022,$8715.49,77109,588,420,886897,0.05,0.11,0.11,8,1058,221425,0.12,125
46,End of Year Clearance,12/9/2022,10/23/2022,$5406.26,487247,9306,503,411703,0.04,0.25,0.06,6,4961,700152,0.04,460
47,End of Year Clearance,7/31/2022,10/4/2022,$9100.55,141881,3759,326,672539,0.03,0.19,0.43,10,3235,473353,0.35,307
48,Holiday Special,3/27/2022,11/5/2022,$2897.58,69993,1631,86,534034,0.07,0.06,0.44,7,6291,42717,0.31,585
49,Back-to-School Promotion,12/20/2022,6/10/2022,$5095.32,414014,7123,974,245687,0.04,0.26,0.37,9,6176,25464,0.19,618
50,Spring Sale,1/31/2022,10/5/2022,$3445.08,899199,7893,802,988115,0.1,0.25,0.45,2,6103,946541,0.21,114
51,End of Year Clearance,6/14/2022,4/3/2022,$6771.34,96072,9182,278,134555,0.09,0.4,0.08,2,7051,464986,0.15,17
52,End of Year Clearance,1/29/2022,11/29/2022,$3094.08,196858,9542,77,539838,0.01,0.32,0.38,9,5870,562561,0.14,893
53,Holiday Special,1/5/2022,4/26/2022,$6441.45,489197,6257,717,234057,0.05,0.13,0.26,7,5044,386491,0.38,211
54,Spring Sale,5/16/2022,2/15/2022,$9488.65,605139,2466,866,62302,0.03,0.22,0.24,5,3180,167117,0.31,884
55,Holiday Special,1/26/2022,3/7/2022,$2683.97,993472,2118,309,866882,0.04,0.27,0.1,8,3072,910778,0.25,221
56,Summer Campaign,10/17/2022,11/8/2022,$2324.73,375651,2478,483,386937,0.07,0.25,0.04,5,8235,656497,0.46,803
57,End of Year Clearance,11/3/2022,1/2/2022,$3177.05,725894,5183,739,991086,0.02,0.27,0.22,5,8691,812419,0.39,369
58,Back-to-School Promotion,6/17/2022,11/7/2022,$7651.92,746589,2734,539,490883,0.02,0.22,0.37,8,2413,932226,0.21,898
59,Spring Sale,1/20/2022,5/2/2022,$4516.58,544254,6096,169,765793,0.09,0.39,0.41,7,4014,660871,0.38,40
60,End of Year Clearance,10/23/2022,6/26/2022,$6976.51,523383,1523,616,565147,0.1,0.02,0.29,5,8481,202446,0.46,29
61,Spring Sale,11/6/2022,1/17/2022,$7920.94,984811,6249,299,105270,0.06,0.1,0.02,5,1084,952394,0.11,129
62,Summer Campaign,3/25/2022,2/7/2022,$8290.02,911575,1582,11,313647,0.04,0.31,0.26,9,8879,320550,0.43,51
63,Holiday Special,2/22/2022,12/25/2022,$8953.41,297303,5705,288,792061,0.01,0.29,0.05,6,7080,733129,0.28,835
64,End of Year Clearance,11/8/2022,8/20/2022,$2846.39,557569,7283,58,87175,0.07,0.03,0.17,10,678,915552,0.17,34
65,Summer Campaign,2/14/2022,8/8/2022,$7241.87,8799,9750,310,915019,0.09,0.42,0.38,9,2667,31897,0.21,973
66,Back-to-School Promotion,1/19/2022,4/26/2022,$2345.41,302428,8608,65,416293,0.08,0.26,0.49,7,4613,466966,0.08,492
67,Holiday Special,11/21/2022,4/7/2022,$4762.11,440259,8496,617,417048,0.02,0.46,0.04,9,3982,72484,0.04,607
68,End of Year Clearance,11/19/2022,10/6/2022,$8786.36,731304,3188,88,771313,0.04,0.37,0.47,2,1471,332867,0.35,499
69,Back-to-School Promotion,12/22/2022,2/3/2022,$1571.66,769974,3481,441,977009,0.09,0.47,0.48,1,9715,271563,0.04,810
70,End of Year Clearance,4/29/2022,8/11/2022,$5450.20,867985,6430,193,587612,0.01,0.26,0.05,4,6171,210414,0.26,867
71,End of Year Clearance,11/8/2022,5/8/2022,$7778.11,564190,8264,60,819542,0.02,0.28,0.31,1,1728,261620,0.33,435
72,Spring Sale,1/19/2022,10/27/2022,$8965.18,354190,333,871,992690,0.08,0.14,0.28,4,6654,59570,0.37,475
73,End of Year Clearance,8/15/2022,5/7/2022,$2774.61,801715,7465,919,377623,0.08,0.25,0.26,5,920,109916,0.41,794
74,Summer Campaign,5/23/2022,6/21/2022,$2368.93,28267,543,962,98781,0.03,0.5,0.14,4,5381,196569,0.33,68
75,Summer Campaign,5/2/2022,6/23/2022,$9697.28,844735,925,62,297062,0.07,0.15,0.39,1,7115,325035,0.27,503
76,Summer Campaign,9/25/2022,6/30/2022,$7749.10,557935,905,480,583676,0.08,0.28,0.1,9,7367,485041,0.15,603
77,End of Year Clearance,3/9/2022,4/22/2022,$6777.33,748686,5318,792,228321,0.06,0.41,0.33,10,8224,314358,0.34,18
78,Back-to-School Promotion,8/19/2022,2/10/2022,$1926.85,496927,8158,37,946057,0.02,0.18,0.35,10,7844,823461,0.36,599
79,Holiday Special,6/18/2022,6/25/2022,$3057.20,826187,1345,865,934036,0.04,0.47,0.45,1,3064,904129,0.39,844
80,Holiday Special,1/12/2022,5/14/2022,$6709.45,255236,6454,259,501820,0.07,0.32,0.42,9,9769,122671,0.02,223
81,Summer Campaign,8/7/2022,1/18/2022,$7254.54,814935,2805,158,718587,0.08,0.46,0.27,6,6290,612473,0.05,418
82,Holiday Special,2/19/2022,5/21/2022,$3689.17,301685,2359,30,530687,0.02,0.11,0.34,8,4558,792371,0.22,446
83,Holiday Special,10/26/2022,12/28/2022,$3984.11,89271,5334,566,473190,0.04,0.41,0.48,5,6239,388948,0.16,28
84,Spring Sale,11/24/2022,11/27/2022,$9022.51,88088,8232,819,563399,0.06,0.37,0.37,10,1320,116080,0.39,779
85,Back-to-School Promotion,7/22/2022,9/20/2022,$6316.17,153409,8603,585,920583,0.09,0.1,0.17,3,9604,299936,0.08,401
86,Holiday Special,9/25/2022,4/5/2022,$5148.11,709287,3095,52,984908,0.1,0.29,0.17,2,812,301701,0.08,629
87,Back-to-School Promotion,10/11/2022,5/20/2022,$1792.71,541788,3297,566,998430,0.02,0.23,0.39,2,9088,851579,0.4,69
88,End of Year Clearance,11/10/2022,12/18/2022,$2191.37,192260,5661,38,651044,0.04,0.09,0.1,2,2357,840428,0.16,52
89,Back-to-School Promotion,9/5/2022,1/14/2022,$4560.25,443635,3887,444,540828,0.04,0.24,0.39,3,183,539080,0.23,871
90,Spring Sale,2/24/2022,4/4/2022,$4705.50,778353,7199,635,400245,0.08,0.31,0.28,1,8035,608556,0.25,683
91,Back-to-School Promotion,2/3/2022,12/24/2022,$8441.71,604697,4477,506,651391,0.04,0.22,0.14,6,6145,433652,0.1,108
92,Spring Sale,5/19/2022,10/20/2022,$9276.01,154730,5738,270,605454,0.09,0.47,0.23,7,4300,792717,0.18,152
93,End of Year Clearance,11/11/2022,12/5/2022,$8144.92,222065,144,252,583586,0.1,0.24,0.36,8,4311,372294,0.08,822
94,Spring Sale,5/30/2022,1/13/2022,$8721.38,456965,4078,179,235138,0.02,0.48,0.08,2,941,947353,0.17,829
95,End of Year Clearance,6/27/2022,11/13/2022,$9295.82,232693,288,233,157056,0.02,0.29,0.47,7,567,976049,0.41,212
96,Back-to-School Promotion,1/1/2022,8/27/2022,$7919.94,686674,9996,614,179138,0.03,0.41,0.39,2,9484,921824,0.4,957
97,End of Year Clearance,8/20/2022,7/18/2022,$7476.81,669685,7405,42,994931,0.03,0.25,0.1,6,8833,588199,0.42,152
98,Holiday Special,10/19/2022,7/23/2022,$1110.43,428896,6782,753,378149,0.09,0.02,0.03,2,6702,576912,0.44,361
99,Summer Campaign,8/21/2022,11/2/2022,$9501.52,289325,6626,256,263036,0.06,0.02,0.04,10,8365,252897,0.14,365
100,Summer Campaign,5/26/2022,8/14/2022,$5806.97,1603,9283,918,433390,0.07,0.1,0.37,2,5654,795602,0.27,609
101,Summer Campaign,6/15/2022,10/5/2022,$6058.48,462927,6209,399,821919,0.05,0.09,0.46,5,9135,818504,0.25,593
102,End of Year Clearance,8/1/2022,8/25/2022,$9983.76,315792,4208,205,324368,0.1,0.16,0.4,3,8317,320818,0.38,934
103,Spring Sale,4/18/2022,2/2/2022,$5744.48,40936,5110,627,880475,0.1,0.13,0.47,9,1107,917570,0.05,553
104,Summer Campaign,2/6/2022,1/9/2022,$6085.67,508418,6231,826,84543,0.05,0.16,0.48,2,1020,441167,0.06,888
105,Holiday Special,7/10/2022,12/18/2022,$1533.31,72118,5316,356,937655,0.05,0.3,0.22,9,402,866849,0.23,430
106,Summer Campaign,10/23/2022,2/23/2022,$8397.35,56190,145,457,337421,0.06,0.03,0.48,5,5419,145402,0.21,744
107,End of Year Clearance,12/14/2022,2/16/2022,$3050.31,553444,5313,549,485637,0.09,0.35,0.33,4,6872,674035,0.37,572
108,Spring Sale,7/20/2022,7/16/2022,$1627.27,950424,415,527,42964,0.04,0.25,0.3,8,3584,775232,0.03,743
109,End of Year Clearance,11/30/2022,8/5/2022,$7344.55,99435,5763,219,453361,0.07,0.36,0.23,5,3508,226507,0.25,719
110,Summer Campaign,7/29/2022,5/12/2022,$7538.78,976473,6501,928,7678,0.07,0.4,0.45,5,5254,653863,0.31,219
111,Back-to-School Promotion,2/20/2022,4/7/2022,$2893.93,245128,6342,705,834415,0.05,0.36,0.45,10,7528,800773,0.3,967
112,Spring Sale,12/3/2022,5/4/2022,$3570.97,49404,5581,803,871814,0.04,0.37,0.3,2,9875,84291,0.12,901
113,Back-to-School Promotion,6/16/2022,7/5/2022,$3164.12,427793,9054,630,7033,0.09,0.39,0.18,10,5314,909480,0.34,428
114,End of Year Clearance,10/22/2022,8/30/2022,$2056.98,360767,8477,455,100265,0.03,0.34,0.35,4,2798,367968,0.07,283
115,Holiday Special,4/25/2022,10/11/2022,$6972.94,240283,8064,430,395922,0.07,0.49,0.34,8,6918,811535,0.08,612
116,Back-to-School Promotion,2/25/2022,9/5/2022,$9183.20,583203,5352,858,931793,0.04,0.41,0.38,1,9562,682710,0.17,615
117,Summer Campaign,11/12/2022,7/23/2022,$9350.47,480116,4542,211,328634,0.04,0.22,0.31,8,5624,679976,0.47,840
118,Summer Campaign,3/16/2022,1/6/2022,$7712.26,975942,9451,810,845453,0.1,0.18,0.02,4,1988,152459,0.19,261
119,Spring Sale,3/7/2022,6/30/2022,$1049.45,587101,3067,715,990393,0.04,0.5,0.31,3,668,663653,0.34,231
120,Holiday Special,3/27/2022,9/10/2022,$3970.71,778499,5405,804,920631,0.03,0.15,0.05,1,7726,262065,0.2,547
121,Spring Sale,5/2/2022,8/28/2022,$3060.97,20536,4809,742,845684,0.02,0.34,0.07,3,3910,386965,0.07,716
122,Holiday Special,6/21/2022,6/13/2022,$4432.78,633320,4687,622,718314,0.02,0.27,0.01,4,7102,282269,0.23,100
123,Holiday Special,11/12/2022,9/20/2022,$8856.49,932129,4953,897,830373,0.04,0.26,0.17,5,9690,771338,0.1,384
124,End of Year Clearance,12/27/2022,4/3/2022,$4510.31,561100,1302,537,848925,0.04,0.08,0.11,9,9451,702293,0.42,305
125,Spring Sale,2/7/2022,12/12/2022,$7919.01,190298,4330,600,832921,0.1,0.48,0.31,10,4007,76628,0.28,214
126,End of Year Clearance,1/22/2022,6/22/2022,$7417.45,300669,3519,888,578787,0.09,0.36,0.23,8,2346,714191,0.4,45
127,Spring Sale,12/18/2022,3/27/2022,$6982.52,886730,6152,745,566383,0.02,0.14,0.22,10,5497,523996,0.38,486
128,Summer Campaign,8/14/2022,5/3/2022,$4804.61,161302,6680,739,600200,0.04,0.02,0.34,5,5215,543279,0.4,33
129,Summer Campaign,10/14/2022,10/20/2022,$8160.17,476877,3219,243,854734,0.08,0.03,0.29,4,4321,248094,0.02,920
130,Holiday Special,2/27/2022,9/15/2022,$1497.53,820183,9961,509,938657,0.08,0.26,0.44,2,9406,157533,0.28,55
131,Summer Campaign,6/8/2022,9/5/2022,$7791.70,179297,9503,650,253308,0.05,0.39,0.41,1,6900,332372,0.09,305
132,End of Year Clearance,2/20/2022,10/13/2022,$2359.02,451541,6113,440,373161,0.06,0.46,0.31,8,2639,309002,0.1,821
133,Back-to-School Promotion,9/26/2022,1/13/2022,$3820.39,503695,2894,139,50080,0.01,0.09,0.44,2,7905,786006,0.01,796
134,Summer Campaign,11/3/2022,9/3/2022,$5478.80,746487,6964,263,636745,0.08,0.45,0.16,4,8828,42996,0.39,519
135,End of Year Clearance,5/16/2022,9/7/2022,$9269.35,865203,8264,196,353106,0.1,0.46,0.47,2,9760,9577,0.37,179
136,Spring Sale,6/21/2022,9/3/2022,$9501.29,783129,5992,138,69252,0.1,0.05,0.05,2,851,244663,0.16,158
137,Summer Campaign,12/21/2022,8/9/2022,$7294.19,110411,7318,371,578440,0.06,0.04,0.07,8,6355,474661,0.35,596
138,Spring Sale,12/7/2022,1/21/2022,$4379.16,321833,6508,676,301863,0.1,0.42,0.09,9,7497,4051,0.27,241
139,Holiday Special,1/29/2022,4/21/2022,$1267.50,954319,3944,145,810920,0.05,0.37,0.13,6,3846,991696,0.04,641
140,Holiday Special,6/22/2022,12/26/2022,$2220.09,762218,2966,828,118551,0.03,0.41,0.11,7,9558,5564,0.4,200
141,Summer Campaign,11/15/2022,11/27/2022,$8665.14,426445,7238,11,500866,0.09,0.48,0.25,8,4301,118236,0.36,212
142,Spring Sale,11/7/2022,8/3/2022,$2252.40,856841,1622,676,60332,0.1,0.31,0.19,8,1785,209978,0.06,48
143,Spring Sale,9/26/2022,4/8/2022,$2987.66,746132,3746,859,844200,0.09,0.04,0.07,5,1927,924067,0.12,988
144,Summer Campaign,7/5/2022,5/15/2022,$6201.85,400968,420,360,468388,0.1,0.09,0.05,2,4603,160899,0.31,103
145,End of Year Clearance,5/3/2022,10/28/2022,$1474.93,645439,3799,217,972420,0.02,0.05,0.12,1,907,399603,0.11,606
146,Back-to-School Promotion,12/28/2022,8/1/2022,$7593.09,140249,2179,710,604897,0.06,0.13,0.27,6,5425,65237,0.37,496
147,Holiday Special,2/1/2022,2/28/2022,$1105.84,582899,9940,782,14593,0.05,0.19,0.1,2,4350,638901,0.32,52
148,Summer Campaign,6/19/2022,7/21/2022,$8139.14,913860,968,553,842626,0.08,0.17,0.19,4,750,765983,0.05,219
149,Back-to-School Promotion,3/8/2022,11/13/2022,$5127.52,677324,9361,493,913857,0.09,0.13,0.38,1,2256,749896,0.45,952
150,Spring Sale,5/13/2022,5/28/2022,$6233.02,491809,1238,99,191063,0.02,0.47,0.13,8,4771,13877,0.22,279
151,End of Year Clearance,10/11/2022,1/31/2022,$2685.32,650736,7772,643,468734,0.03,0.17,0.24,10,7269,217852,0.12,251
152,Back-to-School Promotion,7/14/2022,10/5/2022,$4407.33,718653,4092,280,493504,0.07,0.28,0.39,3,6443,498702,0.2,631
153,End of Year Clearance,9/27/2022,9/4/2022,$3704.95,894719,7923,39,810459,0.03,0.32,0.17,4,4695,538958,0.32,534
154,Spring Sale,8/11/2022,2/27/2022,$4704.13,810755,7548,973,422377,0.07,0.29,0.05,3,6377,243751,0.05,497
155,Holiday Special,8/19/2022,7/18/2022,$4818.86,97117,9517,419,755329,0.07,0.08,0.06,9,7641,579946,0.12,803
156,Holiday Special,12/29/2022,7/2/2022,$5463.20,850165,3017,447,175411,0.03,0.41,0.19,7,7042,893836,0.24,180
157,End of Year Clearance,10/14/2022,3/26/2022,$5451.42,447348,8070,162,793772,0.09,0.27,0.45,4,7664,660050,0.35,418
158,Back-to-School Promotion,8/13/2022,8/6/2022,$1670.02,346045,2356,44,588057,0.04,0.18,0.33,5,9402,414005,0.48,588
159,Summer Campaign,6/29/2022,11/3/2022,$5374.40,918966,2117,421,780740,0.09,0.28,0.43,1,7906,678941,0.42,421
160,Holiday Special,6/30/2022,10/27/2022,$9818.31,904873,6697,907,497577,0.09,0.38,0.23,10,1501,497054,0.48,459
161,Spring Sale,4/23/2022,4/9/2022,$5524.92,855285,3255,447,942271,0.02,0.02,0.46,10,5599,444655,0.09,663
162,Holiday Special,6/30/2022,7/5/2022,$4817.59,568668,4239,207,745978,0.07,0.34,0.32,9,5509,726512,0.36,697
163,Summer Campaign,4/5/2022,7/12/2022,$8808.78,340215,4744,372,632103,0.05,0.35,0.25,1,397,871338,0.15,247
164,Summer Campaign,9/13/2022,8/18/2022,$9199.74,268778,4362,448,21542,0.05,0.02,0.35,1,9757,899354,0.08,544
165,Spring Sale,9/30/2022,9/21/2022,$7566.79,982561,984,931,519871,0.1,0.43,0.48,6,9530,596968,0.22,892
166,Back-to-School Promotion,8/21/2022,3/6/2022,$5706.23,379944,5275,201,156712,0.07,0.31,0.27,7,8925,183886,0.04,542
167,Back-to-School Promotion,10/28/2022,9/9/2022,$8642.79,767411,5565,400,81601,0.02,0.26,0.48,7,599,579466,0.18,828
168,Holiday Special,9/22/2022,1/19/2022,$5386.00,786319,2946,696,214410,0.09,0.38,0.31,8,133,369165,0.38,404
169,End of Year Clearance,10/16/2022,6/24/2022,$1990.00,777266,4092,386,702320,0.04,0.21,0.19,9,2928,906967,0.35,205
170,End of Year Clearance,5/17/2022,8/8/2022,$7273.21,393192,380,794,651466,0.04,0.46,0.22,3,3655,768965,0.42,155
171,Back-to-School Promotion,8/6/2022,8/4/2022,$8032.27,521689,5582,30,676918,0.05,0.2,0.04,7,4919,224636,0.35,310
172,End of Year Clearance,9/25/2022,3/17/2022,$1527.89,865995,5613,44,269067,0.02,0.47,0.17,3,5729,138725,0.04,414
173,Holiday Special,10/14/2022,3/14/2022,$8966.24,699383,3779,675,21884,0.03,0.25,0.07,9,3138,336626,0.46,16
174,Spring Sale,3/25/2022,1/10/2022,$4568.26,923629,3111,101,853661,0.07,0.48,0.38,9,7045,152509,0.14,951
175,Summer Campaign,10/8/2022,6/7/2022,$2206.43,351220,5476,57,250410,0.06,0.02,0.48,9,2750,930950,0.21,706
176,Spring Sale,8/4/2022,12/9/2022,$8058.29,482280,9633,720,804684,0.07,0.06,0.08,7,6412,797553,0.14,978
177,Summer Campaign,5/31/2022,8/30/2022,$8510.25,251800,104,503,496502,0.06,0.27,0.27,5,9830,72806,0.19,184
178,Holiday Special,4/2/2022,3/2/2022,$3987.54,618913,6636,723,745986,0.03,0.35,0.27,3,8648,685086,0.23,763
179,Holiday Special,11/21/2022,3/31/2022,$3928.12,210783,9364,49,752073,0.02,0.22,0.14,1,6604,96065,0.17,754
180,Back-to-School Promotion,6/6/2022,9/21/2022,$2848.05,560338,5951,147,759884,0.07,0.47,0.13,1,4866,645299,0.18,614
181,Back-to-School Promotion,5/31/2022,6/13/2022,$7787.05,894527,9398,676,837572,0.06,0.09,0.1,6,6943,763478,0.02,891
182,End of Year Clearance,3/25/2022,5/3/2022,$7697.11,505121,8656,426,650937,0.02,0.17,0.22,10,2946,481482,0.24,569
183,Summer Campaign,7/25/2022,12/20/2022,$9098.42,620261,2169,820,318830,0.05,0.41,0.29,1,4403,354213,0.12,906
184,Holiday Special,6/19/2022,7/28/2022,$3972.96,563372,978,956,705265,0.01,0.16,0.07,7,1635,400354,0.19,473
185,End of Year Clearance,6/4/2022,1/2/2022,$6744.13,278439,3625,550,736453,0.07,0.1,0.32,8,5848,671235,0.13,933
186,Holiday Special,1/22/2022,1/9/2022,$6683.26,779916,398,563,651112,0.1,0.34,0.15,5,464,796204,0.44,135
187,Back-to-School Promotion,7/26/2022,5/22/2022,$8799.60,31043,3124,786,672985,0.04,0.49,0.4,8,173,614765,0.4,343
188,Holiday Special,6/21/2022,5/20/2022,$2915.64,871883,954,988,741489,0.03,0.46,0.39,3,1540,913143,0.41,835
189,Back-to-School Promotion,2/2/2022,5/29/2022,$7443.43,205584,406,386,573779,0.06,0.09,0.06,10,4375,623127,0.36,731
190,Holiday Special,1/28/2022,10/19/2022,$5246.29,610319,3751,797,215734,0.07,0.3,0.31,1,3881,921805,0.36,999
191,Back-to-School Promotion,3/2/2022,4/21/2022,$4628.75,416874,5831,201,718093,0.03,0.3,0.24,1,5086,643039,0.25,578
192,Holiday Special,2/12/2022,7/20/2022,$7522.11,491792,1234,262,321144,0.06,0.3,0.21,6,1114,424720,0.38,537
193,Holiday Special,1/11/2022,6/29/2022,$8383.89,899486,9806,549,427934,0.09,0.03,0.41,7,2892,60325,0.22,449
194,Spring Sale,8/11/2022,7/4/2022,$2041.33,432742,325,162,524060,0.01,0.36,0.2,6,4247,712293,0.25,146
195,End of Year Clearance,8/19/2022,2/28/2022,$9464.35,253616,881,685,479158,0.09,0.45,0.35,6,7554,636446,0.35,642
196,Holiday Special,9/6/2022,5/20/2022,$1571.68,681705,3562,588,629017,0.05,0.43,0.33,5,5671,853658,0.44,711
197,Holiday Special,5/25/2022,12/1/2022,$3474.78,356658,1676,234,114765,0.09,0.1,0.01,10,6340,761973,0.3,125
198,End of Year Clearance,11/13/2022,9/19/2022,$6572.67,342994,1129,119,867920,0.09,0.16,0.4,4,4737,787458,0.28,739
199,Back-to-School Promotion,12/14/2022,3/14/2022,$4665.68,619126,9096,521,434235,0.06,0.5,0.19,3,8845,710878,0.37,414
200,Holiday Special,7/15/2022,5/18/2022,$5212.69,749105,7192,812,555762,0.09,0.13,0.28,8,7298,933034,0.02,661
201,Back-to-School Promotion,10/14/2022,11/13/2022,$8831.71,690589,1245,653,432965,0.05,0.09,0.2,5,7330,442980,0.42,98
202,End of Year Clearance,7/19/2022,6/27/2022,$7465.67,727729,6628,460,322816,0.05,0.33,0.18,4,2592,408994,0.03,401
203,End of Year Clearance,5/4/2022,11/15/2022,$9512.18,270877,1638,725,948842,0.1,0.22,0.41,8,1768,164415,0.45,324
204,Holiday Special,2/3/2022,12/1/2022,$6390.03,643023,1508,437,954679,0.04,0.5,0.37,6,2652,833303,0.15,268
